SBD,Toán,Văn,Sử,Địa,Lí,Sinh,Anh,GDCD,Hóa
2016030,7,5,6,7.5,,,4.4,7.75,,
2015820,7.6,6.75,,,7.5,6.25,6.8,,7,
2015180,6.4,6,3.5,5,,,4.8,7.5,,
2014896,5.8,6.25,,,7.25,5.5,6.4,,7.75,
2016104,6.8,5.25,7.25,6.5,,,,8,,
2015111,7.8,6.25,,,4.75,5,7.6,,7.5,
2015889,8.2,7.5,,,8.25,5.25,7.6,,8.5,
2016172,4.4,6,6.5,5.75,,,4.2,7,,
2015963,7.6,7.5,7.75,7.5,,,8.8,8.5,,
2015748,4.4,6,5.75,6.5,,,3.6,8.5,,
2015465,7.8,6.75,,,7.5,8.25,8.2,,8.25,
2014969,8,6.25,,,7,5.5,6.4,,7.25,
2014187,6,5.5,6.25,7.25,,,8.2,8,,
2015681,7.6,7.25,9.25,7.5,,,6.6,9,,
2014685,6.6,5.75,4.5,5.5,,,3.2,8.5,,
2015395,7.2,6.5,,,7.5,4.25,6.4,,7,
2016245,7.2,8,7.75,7.25,,,,9.25,,
2015252,6.2,7,,,5,4,8.4,,4.75,
2014331,5.8,6.75,7.5,7.5,,,6.2,9,,
2015535,6.6,7.5,6.75,7.5,,,4.4,8,,
2014401,7.2,5.5,,,6.25,2.75,6.4,,7.5,
2015038,7,6.25,,,7.5,4.5,8.8,,5.5,
2014614,7.6,7,,,6,5.25,6.6,,5.25,
2014118,7.2,5.75,,,6.5,4.25,4.2,,7.25,
2014472,5.6,5,6.25,6.25,,,5.8,7.75,,
2014828,5.2,6.25,4.5,6.25,,,4.2,8,,
2014261,6.6,5.75,4,6.25,,,3.6,7,,
2015321,7.8,6.25,,,6.25,3,6.8,,6.25,
2015682,8,7.25,,,7,5.5,7,,7.5,
2015749,7.4,5.5,7.5,7.25,,,6.2,9.5,,
2016105,3.4,4.25,2.75,7,,,2.8,6.25,,
2014756,4.8,6.25,6,7,,,5.4,9,,
2015112,7.8,5.25,,,6.5,3.75,8,,8.25,
2016246,6,5.25,6.5,7,,,6.8,8.25,,
2015253,6.6,6,3.75,6,,,5.2,7.75,,
2015604,8.8,6.5,,,8,5,7.4,,6.5,
2015039,4.6,5.75,4.5,6.25,,,7.6,9.25,,
2015181,6.8,6,7,5.75,,,6,8.25,,
2015964,8,5.75,,,7.25,4.25,6.8,,4.5,
2014897,8.4,8.25,,,8.75,6.75,9.2,,8.25,
2016173,8.2,5,,,7,5,4.6,,3,
2015466,7.8,7,,,7.25,6.25,7.6,,9,
2014188,4.8,5.75,,,6.75,4,5.4,,6.25,
2015536,7.8,7.25,,,7.5,5,7.2,,7.25,
2015396,6,6.5,,,4.5,6.25,9,,3.75,
2014686,8.6,6.25,,,8,4.5,9.2,,4,
2014615,,,,,,,,,,
2014970,8,5.25,,,5.25,4.25,3.6,,7,
2014402,6,6.25,,,5.75,4.25,5.4,,5.5,
2014332,6.6,6,8.25,6,,,4.6,8.25,,
2014046,9.2,7,8,8.5,,,7.6,9.25,,
2016031,7.6,7,6.75,8,,,6,9,,
2014119,2.4,7.25,6.25,6.75,,,4,8.5,,
2015821,7.2,7,,,4.5,4.25,7,,5,
2014543,7.4,7,7,6,,,9.2,8.25,,
2014829,7.6,6,,,5,6.75,7.8,,7.5,
2014473,7.8,6,,,7.5,3.75,5.4,,6.25,
2014262,6.2,6.75,,,5.5,4.25,4.6,,5.75,
2015890,7.6,5.75,,,7.75,5.75,8.6,,6,
2015322,8.6,7,,,7,5.5,8.8,,7,
2016106,6.6,5.25,7.25,8.75,,,,9,,
2015182,8.2,5.5,,,5.25,7.75,7.2,,8.25,
2014333,6.4,5.25,,,5.5,3.5,5,,7.25,
2015467,7,6.25,7.25,7.75,,,7.6,8.75,,
2015397,6.4,7,,,5.5,4.25,5.8,,6.75,
2015965,4.8,6.5,6.25,7,,,4.4,9,,
2014189,5.8,6.25,,,4.25,4.5,6.8,,5.25,
2015537,8.4,6.5,,,6.75,5,6.8,,6.5,
2014757,7,5.75,2.25,4.5,,,4.4,6.5,,
2015750,5.2,5.5,4.5,6,,,8.8,8.25,,
2014120,3.2,3.75,6.5,5,,,5.6,7.75,,
2016247,6.8,6,6.5,6.75,,,5.2,9,,
2015040,7,6.25,,,7,3,6,,6.75,
2014616,7.6,6,,,5.75,4.25,8.2,,3.25,
2015254,8,7,,,6.25,5.75,8.6,,7,
2014047,7,6.75,7.5,8.25,,,5.8,9.25,,
2016032,6.4,6,6.5,7.75,,,,8,,
2014830,8,7.5,,,7.5,4.75,5.6,,7,
2014898,7.6,7.25,5.75,6,,,8.2,8.75,,
2014687,6.6,5,,,6.5,6,7.6,,7.25,
2014474,7.4,5.5,8.25,6.25,,,6.2,8.75,,
2015605,7.2,6.25,,,5.25,3.25,7.2,,4.75,
2015113,8,6,,,6.5,5.5,8.2,,4.5,
2014403,5.4,6,6.5,5.75,,,4.6,7.5,,
2014971,7.6,5.5,,,4.75,3.5,8,,6.25,
2016174,7.8,6.75,7.75,7,,,9.2,9,,
2015891,8.6,5,,,7.75,5.75,9,,4.25,
2015323,6.2,6.5,,,6.5,4.25,5.6,,5.25,
2014544,6.2,8,6,7.25,,,7.2,8.75,,
2015683,6.6,7.25,7.25,7.25,,,6.2,9.5,,
2015822,7.2,5.25,,,7,3.5,9.2,,5.5,
2014263,7.6,5.75,,,6.25,4.5,3.8,,4.75,
2014334,6.2,6,6.5,5.5,,,7.6,7,,
2015183,7.6,6,8.25,7.5,,,6.6,8.5,,
2015398,7,6.75,5.25,6.75,,,5.2,7.25,,
2015468,7.4,6.25,8,7.25,,,8.4,9.25,,
2016107,6.2,7,,,6,5,9.2,,6.25,
2015538,7.8,6.5,,,7,6.25,7.6,,9.25,
2015966,7.2,5.5,,,7.25,3.25,4.8,,8,
2014190,6.8,6.5,,,6.5,5.5,6.4,,7.5,
2014758,8.8,7,,,8.25,7,9.4,,5.75,
2015823,6,6,,,6.25,5.25,5.4,,7.75,
2015751,7.6,7.25,8,7.25,,,7.8,8.75,,
2015041,8.2,5.75,,,4,4.5,3.8,,5.25,
2016033,3.6,4,3.5,4.25,,,2.6,7,,
2015255,7.4,6.25,,,6.75,5.5,8,,4,
2016248,7.6,5.75,4.5,7.75,,,,9,,
2015606,7.2,5.5,,,4.5,5.25,6,,7.25,
2014264,7,6.25,,,4.75,4.5,6.2,,7.5,
2014617,8,6.5,,,5.75,5.75,6.2,,5.75,
2014475,7.4,6.5,4.75,5.75,,,5.6,7.25,,
2015892,6.8,6.5,,,7.25,4.5,5.8,,5,
2014899,8.6,7,,,8,5,7,,7,
2014972,6,6.5,,,5.75,6,7,,5.25,
2014121,7.4,6.25,5,7,,,7.6,7.25,,
2015114,6.4,5.75,6.25,6.5,,,5.2,8.75,,
2016175,7.2,7.5,,,7,6.75,7.2,,7.75,
2014831,6.2,6.75,,,4.75,3.5,6,,4,
2014048,7,6.5,,,6.25,5,8,,6.75,
2014688,8,7.75,,,6.25,2.5,7.4,,2.25,
2015684,5.6,6.75,6.25,7.75,,,6,9.5,,
2015324,7.6,6.75,,,6.75,6.5,8,,7.25,
2014404,7.2,6,,,6.25,3.75,8.4,,7.25,
2014545,6.2,4.75,,,6.5,4.25,8.2,,3,
2015399,8,7,,,6.75,6.75,9.2,,7.5,
2014335,7.4,5.25,6.25,6,,,4.6,8,,
2016108,5.6,4.5,6.5,6.5,,,,8.5,,
2015469,7.4,7,,,5.75,5.75,7.6,,6,
2015184,8,6.75,,,6.25,4.25,5.4,,5,
2014191,6.8,6.25,,,6.25,3.5,5.2,,5,
2015539,6.2,5.75,4.5,7.25,,,6.6,7.75,,
2015967,7.2,6.25,,,6.5,8.5,,,8.25,
2014759,7,6.25,6.25,6.25,,,6.4,8.5,,
2015752,6.2,5,6,6.75,,,6.4,8.75,,
2015824,7.2,5.5,,,5.25,3.75,5.6,,6.75,
2014405,,,,,,,,,,
2016034,7.4,6.5,,,7.25,5.25,8.4,,6.25,
2015042,7.4,7.5,,,7.75,4.5,5.4,,7.75,
2016176,6.6,5,5.25,7,,,6,6.5,,
2014689,4.4,6.75,5,7.75,,,3,8.25,,
2015685,7.8,7.5,,,6.5,6.25,9,,8.5,
2015400,4.8,5,,,4.25,4,2.8,,4.25,
2014476,7.2,6.25,6.75,8,,,4.6,8,,
2014265,5.6,6,,,5,3.25,4.4,,7.5,
2014900,7,7.25,,,5,6.25,7,,7.75,
2015115,7.2,6,,,6,3.75,7.8,,5,
2014832,5.4,6.83,7.75,6,,,7.2,8.25,,
2016109,,,,,,,,,,
2015325,7.8,7,,,8.25,6.5,9.8,,8.25,
2014122,8,5.5,,,7,2.75,9,,4.75,
2016249,5.6,5,7.25,7.25,,,5,8.75,,
2014973,7.6,5.75,,,5.25,5,7.6,,5.75,
2014049,7.6,6.75,,,6.25,5.25,5.8,,6.75,
2014618,7.6,5,,,5.25,4.25,7.6,,7,
2015607,8.4,5.75,,,7.5,4.25,5.2,,8,
2015256,8.6,6.5,,,7.75,5.5,8,,4.5,
2014336,7,5.75,,,5.25,5,6.6,,5,
2015185,7.6,5.5,,,6.25,4.5,7.6,,4.5,
2014546,7,7.5,,,6,4.25,7,,5.75,
2015893,6.4,6.25,10,9,,,6.6,9.5,,
2015470,7,6.5,,,7,6.5,5.8,,7,
2015540,7.8,5.75,4,7.25,,,4.6,8.5,,
2015968,7,6,8.75,9,,,5,9.25,,
2014760,7.8,7.5,7.75,8.25,,,8.8,9.25,,
2014192,6.2,6,,,6,4.25,5.4,,7.25,
2015753,5.8,5.25,6.5,6.75,,,5.6,8.75,,
2015825,8.2,6.5,5.75,6.25,,,7,8.75,,
2014406,4.8,5.25,,,5,3.75,4.6,,5,
2014974,7.8,6.75,,,8,5.25,5.6,,6.75,
2015608,7.6,7.5,7.75,8.75,,,8.2,10,,
2014337,7.6,5.25,,,6,2.5,3.4,,6.5,
2015043,7.8,5.5,,,7.5,6,8.2,,7.5,
2016035,5.6,5.75,5.75,7.25,,,6.2,8,,
2015471,8,7.5,,,4.75,6.75,7.4,,5,
2014547,8,8,,,7.5,4.5,7.8,,5.5,
2015401,7.8,6.75,,,4.5,4,5.8,,6.25,
2014833,5,7,6,6.75,,,4.8,9,,
2014619,4.4,6.5,,,5.5,4.5,4.4,,4.25,
2014690,7.6,6.25,,,6.5,8,7.2,,8,
2014123,9.2,7.5,8.75,8.25,,,7.6,8.25,,
2015326,7,6.25,,,4.5,4.5,4.6,,2.25,
2015541,6.6,6.75,,,7,4,3.4,,6.25,
2014477,7.8,6.5,,,8,5.5,8.6,,8.25,
2014266,6.8,5.5,,,4,3.75,3.4,,5.25,
2015116,7.4,6.25,,,5.75,6.75,5.6,,6.75,
2015257,5.2,4.25,,,5.25,4.25,4,,5.75,
2014901,6.8,5.5,5.75,6.75,,,7,7,,
2016250,5,6.5,5.5,5.75,,,3,7.25,,
2016110,7,5.5,,,4.5,3.5,5,,4.75,
2015894,7.4,7.75,,,6.5,3.75,7.8,,6.75,
2014050,6,6.5,,,6.75,4,5.4,,6,
2014761,6.2,6.75,5.5,7.25,,,5.8,8.25,,
2015686,3.6,2,,,2,2.75,2.4,,1.75,
2016177,5,3.25,5,4.75,,,,7.5,,
2014193,7.4,6.5,,,7,5.75,7.2,,8.25,
2015969,6.4,5.5,,,5.75,3,5.8,,3.5,
2015186,3.6,4.25,4.75,4,,,3,6.5,,
2015754,7.2,7.75,8,7.5,,,8.6,9.75,,
2015826,6.6,6.75,4,5.5,,,4.6,7.5,,
2014407,6.8,7,,,5.25,4.5,6.8,,7.5,
2015609,7.6,7,7.5,6,,,7.2,9.5,,
2014620,7.6,7.25,,,7.75,6,6.2,,8,
2015044,7.4,6,,,7.25,6.5,9.2,,7,
2015472,7.6,7,,,8.75,6.5,8,,6.5,
2015755,7,5.5,7.75,7.25,,,9.2,8.75,,
2014691,8,7.75,,,7.75,7,9.4,,7.75,
2015895,7,6,,,6,3.5,5.6,,5.5,
2015187,6.4,7.25,,,6.75,4.25,6.4,,6,
2014478,7,6.25,6.5,6.25,,,4.2,6.75,,
2014762,8.4,5.75,,,7.5,6,,,5.75,
2014124,6.6,6,,,7,4,3.8,,4.75,
2014267,7.4,5.5,,,6.25,3,6.6,,8.5,
2016178,7.2,7,6.25,7.75,,,,8,,
2015970,7.4,6,4.75,6.25,,,3.8,9,,
2015117,7.2,7,,,3.25,7.25,4.2,,7.75,
2014051,6.8,7.5,6.5,6.25,,,6.4,7.5,,
2015258,6.4,5.25,,,6,4.75,4.6,,4,
2014902,7.2,5.5,5.5,7.25,,,5.2,9.25,,
2014194,6.6,6.25,,,6,5.5,5.8,,7.25,
2014548,6.4,6,5,6,,,6.4,8.25,,
2015402,7.4,6.5,,,5.5,4,4.4,,6,
2014834,7,5.25,,,6,6.5,7,,7.75,
2015542,5,5.75,4,7,,,3.8,8.5,,
2015327,7,6,,,3.75,3.5,6.2,,6,
2016036,5.8,7.25,7.5,6.5,,,8.8,8.25,,
2014975,6.4,6,,,5.75,4.5,7,,4.5,
2015687,6.6,7.5,,,5.5,4,4.2,,3.25,
2014408,6,6.25,,,5,4,4.4,,7.25,
2016251,5.8,7.5,8.25,7.5,,,3,8.75,,
2014338,7.6,5.5,,,5.25,4.25,3.8,,4.25,
2015827,7.6,6.5,,,5.5,3,6.6,,5,
2016111,5,3.75,5.75,6.75,,,4.6,8.25,,
2015610,7.8,7,,,8,5.5,8.2,,7.25,
2014052,7.6,6.75,6.25,6,,,5.2,8.25,,
2014621,5.8,3.75,,,5.75,4.75,9.2,,4.75,
2015473,7.2,7.5,4.5,4.75,,,7.6,7.75,,
2015543,8.6,6.5,,,8.75,9,9.2,,7.75,
2015045,7.4,7.5,,,5,7.75,7,,7.25,
2014835,5.6,5,,,5.75,4.25,6.6,,5.25,
2015118,8.4,7,,,5.75,8.5,7.6,,9,
2014409,7.6,5.25,,,5,3.75,6,,7.75,
2016112,6.4,6.5,5.25,5.5,,,6.4,8.25,,
2015259,5,5,7,7.25,,,6.2,8.25,,
2016252,7.8,5,,,5.75,4.25,8.4,,5.25,
2015403,7.6,6.5,,,7.25,4.5,7.8,,7.25,
2014339,8,5.75,,,6.75,5.5,6.8,,7.25,
2015756,4.6,6.5,7.75,7,,,6.4,10,,
2014125,7,7,5.25,7.25,,,5.4,8.75,,
2014195,7,6.25,,,6.5,3.25,5.8,,5,
2015828,7.4,6.25,4.5,6.5,,,6.6,7.75,,
2014268,7,6,,,5,4.25,6.6,,7.25,
2016037,6.4,5,7.75,6.25,,,,8.25,,
2015188,7.6,6.25,,,6,4.75,6,,6.75,
2014763,8.6,5,,,8,6.25,7.8,,8,
2015328,8.8,3.5,,,8,4.25,3.2,,8,
2016179,6.4,7.5,6.75,7.5,,,6.2,8.5,,
2014976,7.6,6.75,,,4.75,4,7.6,,6.25,
2014549,8.4,7.5,,,6.75,7,8.2,,8,
2014692,7.8,6.5,,,7.75,5.25,7.2,,6.5,
2014479,5.2,5.75,4.25,6,,,3.4,6.75,,
2015688,8,5.75,,,7.25,4.5,5.4,,6.25,
2014903,6.8,6,,,6.5,5.25,5.8,,7,
2015971,7,6.5,4.5,6,,,5,7.25,,
2015896,8.2,5.5,,,6.25,5,9,,7.25,
2015611,7.2,3.5,,,6.25,2.5,6.2,,4.25,
2014622,8.6,6.5,,,6.5,7.75,6.2,,8.25,
2015046,6.2,7.25,,,5.25,2.75,4,,6.75,
2015474,7.2,6.25,4,6,,,7,7,,
2015544,4.8,4.25,6,6,,,7.4,7.75,,
2014836,7.6,4.75,6.5,5.25,,,5.2,9.5,,
2014053,6.8,7.5,,,7.5,5.75,7.4,,8,
2015119,4,5.75,5.5,6,,,4,8,,
2014410,6,5.25,,,3,4,2.6,,4.5,
2016180,7.2,6,5.5,6.75,,,5.8,8.75,,
2015404,8.4,5.75,,,8,5.25,8,,6.5,
2015260,5.8,6,8.25,8.25,,,7,9.25,,
2016113,7,5,6.5,5.75,,,5.6,6.75,,
2014693,7.6,7.5,7,6.75,,,6.4,8.25,,
2014196,5.2,5.75,,,4.75,2.75,4.6,,5.5,
2014550,5.8,6.5,8.25,8,,,9.6,9.25,,
2016038,8.4,6.75,,,6,4.75,9.6,,5.75,
2014904,6,6,7.25,7,,,7.4,8.75,,
2015972,4.8,5.25,5.25,5.25,,,,7.5,,
2014480,6.2,3.75,,,3.75,3,2.8,,5.25,
2014764,7.2,7,,,5.25,5.25,8.8,,3.75,
2014126,7.4,6.5,6.5,6,,,6.4,8.25,,
2015189,7.2,5.75,,,6.5,4.25,6.8,,6.25,
2015757,8,7.25,9,8,,,9.2,8.5,,
2015829,9,7.5,7.75,7,,,7.8,9,,
2016253,6.2,5,7.25,6.25,,,4,7.25,,
2014340,6.2,5.25,,,5.5,3.5,4.8,,6.25,
2014977,8.6,4.5,,,6.25,6.5,8.6,,7.5,
2015329,8.2,6.5,,,6.75,6.5,8.8,,8.5,
2014269,8,6.75,,,6.5,5.5,3.8,,8,
2015689,7.4,7,7.5,7.5,,,7.8,9.25,,
2015897,8,6.5,,,5.25,5,9,,3.75,
2015612,7.2,6.25,6,6.5,,,8.2,9,,
2014623,8.4,6.5,,,8,6.75,7.2,,7.75,
2015047,8,6.75,7.75,7.25,,,6.8,8,,
2015475,8.2,7,,,8.75,7,5.4,,5.5,
2014837,7.8,7.75,,,7,5.75,8.2,,6,
2015545,4,5,7.75,7.75,,,8.6,8.75,,
2014054,7.4,6.75,,,5.75,4,4.6,,7.5,
2015120,6.2,5.75,,,7.75,4.5,4.6,,6.25,
2016181,7,4,9.25,8,,,9,9.25,,
2014411,5.2,3.5,5.5,6.25,,,2.8,6.25,,
2016114,8,6.5,,,7.25,6.25,6.8,,6.25,
2015405,6.6,6,8.25,8,,,8.8,9.5,,
2015261,7,4.75,,,5.5,5.5,8,,5.5,
2014694,8,6.25,,,7,5.25,7.6,,4,
2014341,6.8,5.25,,,5,3.5,4.4,,4.5,
2015898,7.2,6,,,6.5,6,6.2,,7.25,
2014197,7.6,5.75,5.5,7,,,4.2,8.5,,
2014481,6.6,4.5,,,5.25,3,5.2,,4.75,
2014765,8.6,5,,,4.75,7.5,4.2,,9,
2015758,6.8,7.5,6.75,7,,,8.8,8.75,,
2016039,7.4,6.5,6.25,7.75,,,7.2,9.5,,
2015973,6.4,6,6,3.75,,,4.2,7.5,,
2014978,7.2,7,,,7.5,5.5,9,,7,
2015190,6,5.25,7.5,8,,,4.8,9,,
2015690,7,5.75,6,7.75,,,6.2,7.75,,
2014127,6.6,6.75,7.5,7.5,,,5.2,9,,
2014270,6.2,6.75,,,5.25,4.25,5.2,,7,
2015330,7.8,6.5,,,6,8.25,8.4,,8.25,
2014551,6.6,6.5,,,4.75,6,6.4,,6.75,
2015048,7.4,6.5,,,7.75,6,6,,8,
2014624,6.8,5.75,,,5.75,5.25,6.2,,7.25,
2015476,6.8,6.25,4.5,6.25,,,6.4,8,,
2015613,7.8,7.75,6.5,5.25,,,8.2,7.5,,
2016254,7,6.25,6.25,7.5,,,,8,,
2015830,7.6,6.75,8,8,,,8.4,8.5,,
2014905,5.8,6.25,,,5,3.5,3.8,,3.5,
2015546,7.6,6.75,,,8.25,6.75,6.8,,7.25,
2014838,8,5.25,,,6.25,5.25,4,,4,
2014055,4.4,6,4.5,5.5,,,7.6,7.5,,
2015121,7.2,6.25,,,7.25,6.5,5.4,,8.25,
2016182,6.6,5.5,8.5,5.5,,,7.4,8.75,,
2014412,5.2,5.75,7,7.25,,,6.4,7.25,,
2016115,6.6,5.25,5,5.25,,,4.2,7.75,,
2015262,6.8,5.75,,,7.75,3.75,6.6,,6.75,
2015406,7.4,6.25,8.5,7.75,,,6.8,9.5,,
2014695,8.4,6.5,,,6.75,6.5,6.8,,7.5,
2016040,6.4,5.75,,,4.5,4.5,,,5.75,
2014128,7.6,7,,,6.25,7,4.8,,6.75,
2014198,6.4,6,,,5.75,2.75,5,,5.25,
2014271,6.2,5,4.75,7.25,,,4.8,8,,
2016183,7.8,6.25,,,6.75,4.5,5.6,,5.75,
2016255,4.4,4.5,5.25,5.75,,,,7.75,,
2015899,7.8,7.25,,,6,4.5,6.2,,5.5,
2014552,7,5.5,,,6.75,3.5,5.2,,5.25,
2015191,8.2,6.75,,,9.5,7,8.2,,9.25,
2015477,5.6,5.25,7,6,,,5,9.5,,
2014839,8.8,7.25,,,7.25,8,9.8,,8.5,
2015331,9.2,6.5,,,7.5,7.75,8.4,,7.25,
2015049,7.4,6.5,,,4.75,5,7.8,,6,
2014342,5.4,6,,,3.25,3.5,2.8,,3.75,
2015974,6,7,6.75,6.75,,,5.4,8,,
2015759,6.8,5,3.75,6.25,,,6.2,7,,
2014766,9,5.5,,,8,6.25,9,,8.5,
2015691,7,7,,,5.5,4,8.2,,3.5,
2015547,7.6,6,,,7.25,4.75,6,,7,
2014906,7.8,6.5,6.25,7,,,7,8.75,,
2015614,7.2,6.5,6.25,6,,,6.6,8.75,,
2014625,6,6.25,8,7.75,,,7.4,9.25,,
2014482,5.2,6.75,,,6.75,4.75,4,,6.25,
2014979,8.4,7,,,6.75,7,6.8,,8.5,
2014056,7.6,7.5,,,7.5,4.5,6.2,,7,
2016116,7.2,5.5,,,7.75,5.5,3.2,,6.25,
2015263,7.8,6.25,,,6.75,4,7.4,,6.5,
2015831,7.2,6.25,,,7.25,5.25,6.4,,6.5,
2015407,5.8,6.75,6,6,,,4.6,9.25,,
2015122,7.6,5.75,,,6,5,8.8,,6.75,
2014413,6.2,6.25,6.5,7,,,5,7.75,,
2016041,6.8,6.75,,,5.5,4,6,,7.5,
2014696,8.4,6,,,5.5,4.25,8.8,,7.5,
2014129,7,7,8,7.5,,,9.2,9.25,,
2014272,6.8,6,7,8.25,,,3.4,9.5,,
2016256,7.8,5.25,8.5,7.5,,,9.8,9,,
2016184,7,6,8.75,7.75,,,,9.25,,
2014767,7.2,4.75,5.75,6.5,,,8.4,7.5,,
2014343,7.6,5.5,,,7,5,6.2,,8.25,
2015900,8.4,7.25,,,8,7,8.4,,8,
2014553,7,6.5,4.25,4.5,,,4.8,9,,
2015615,7.6,7.25,,,6.75,4.5,5.4,,5.5,
2014626,7.2,5.5,,,5.5,3.25,7,,4.75,
2015478,5.2,5.5,4.25,6.5,,,3.8,9.25,,
2015264,9,6,,,7,8,7.4,,9,
2014697,7.6,8.25,6.75,7.5,,,8.6,8.75,,
2015975,7.6,6,6.5,6.25,,,6.8,7,,
2015760,7.2,5.5,,,5.75,6,7,,7,
2015692,6.4,6,,,5.75,4.5,7.8,,7,
2014840,5.4,4.75,4.75,7.75,,,4.8,8.75,,
2015050,8,6,,,6,5.75,7,,5.25,
2015548,7.8,5.5,,,6.25,5.75,7.4,,5.75,
2015408,7.6,6.5,7.5,7.25,,,7.6,9.25,,
2016042,6.2,6.5,,,5.5,4.75,2.6,,4.25,
2014907,8.4,7.75,,,6.5,5.75,8.4,,8.5,
2014414,4,4.5,4,6.75,,,5.2,5.5,,
2015123,6.6,6.25,,,4,4.75,6.4,,5.25,
2014130,7.4,6,,,7.5,4,4.8,,7.5,
2015192,7.4,5.25,,,7.25,4,6.8,,4.25,
2015332,8.2,6.75,,,7.25,7,8.8,,6.75,
2014199,6.4,6.25,5.75,6.5,,,5,8,,
2016117,8,6.75,6.25,5,,,7.6,7.75,,
2014483,5.8,6.25,6.75,7.5,,,4.2,8.5,,
2014057,7.6,5.25,,,6.25,2.25,4.6,,6.75,
2015832,7.8,6.75,,,7.5,4.75,4.8,,8.5,
2014980,8.8,7.25,,,8.75,7.25,8.2,,5.5,
2014273,7.2,5,3.5,5.5,,,4.2,6,,
2016185,6,6,7.75,6.75,,,4.2,8.25,,
2016257,6,5.25,,,3,2.25,3,,3.5,
2014415,6.4,4.25,4.75,7.25,,,6.8,7.75,,
2016118,5.8,5,6,6,,,7.8,6.5,,
2014698,4.8,6.25,6,5.75,,,5.4,8,,
2015616,8,5.25,,,7.25,6.75,7.8,,8,
2015693,8.2,7.75,7,5.25,,,7.2,8,,
2015265,7.8,6.75,,,5,5.5,5.6,,4,
2014058,5.8,7.75,6.5,7,,,6,8.25,,
2014344,5.6,5.25,,,5.75,3,4.4,,5.75,
2014484,6,6,5.5,6.75,,,2.6,8.25,,
2014841,6.6,5.5,,,6.25,7.5,7.4,,7.5,
2014131,7.6,6.25,7.25,6.25,,,7.6,6.75,,
2015193,8,6.75,8,7.5,,,8.8,8.75,,
2014768,4.4,3.75,,,6.25,3,2.6,,4,
2014200,6.8,5.75,6.75,7.75,,,3.2,8.75,,
2015409,8.8,8,8,7.75,,,8.8,9.5,,
2016043,7,7.75,,,5.75,3.5,,,5.75,
2015976,7.6,6.25,,,6.5,4.5,6.2,,7,
2014908,8.2,7.5,,,7.5,6,6.8,,7.25,
2015124,7.2,3.75,,,5.75,4,7.4,,7.25,
2015479,8,6.25,,,7.25,6.5,5.4,,7.25,
2015833,7.2,7.25,,,3.75,5,5.6,,5,
2014981,9,7.5,,,8.25,6.25,8.4,,7.5,
2015761,8.6,6,,,8,8,7.4,,7.75,
2015901,8.4,7.75,8,8,,,8.2,9.5,,
2014274,3.6,5,6.5,5.75,,,6.8,7.75,,
2015051,7,6.75,7.25,9.25,,,5.6,9.5,,
2014627,8.6,6.5,,,8.25,7.5,9.4,,8.25,
2015333,7.8,6.25,,,7.25,4.75,9,,6.25,
2015549,8.4,6,,,7.5,4.75,6.8,,6.75,
2014554,7.4,6,,,7.25,5.5,4.4,,6.75,
2016186,8.2,5.5,,,4,5,4.8,,5.75,
2016258,7,5.5,6,4.5,,,,7.25,,
2014769,8.4,7.25,5.5,5.75,,,5.8,7.75,,
2015410,5.4,6.25,5.75,7.75,,,5.6,9,,
2014416,6.6,4.75,,,8,7,5,,7.25,
2015694,7.4,6.5,,,4.75,5.25,8.2,,7,
2016119,7,6,7.5,6.5,,,,6.75,,
2015617,6.8,6.25,7.25,7.25,,,6.6,8,,
2015266,6.4,6.25,,,5.75,3.25,5.8,,4.25,
2014699,8.6,8,,,5.75,7.75,8.2,,8,
2015762,6,6,,,2.75,6,5,,7.25,
2014842,8.4,7.5,,,7.25,6.75,9.2,,6.5,
2014059,7.6,6.5,,,5.5,5,7.4,,4,
2014345,6.6,5.75,7.25,6,,,4.6,7.5,,
2015194,8,6.5,,,5.25,6.25,5.2,,7.5,
2016044,7.4,6.5,6.75,5.5,,,,7,,
2015550,7.6,5.75,,,6.75,4,6,,6.5,
2014628,8.4,7.58,,,7.25,7.75,5.2,,8,
2015480,7,5.5,,,6.5,4.75,6.4,,7.5,
2015834,8,7.25,,,6,7.5,7.6,,8.25,
2015125,6.4,5,6.5,7.25,,,4.8,9,,
2015052,3.4,5.75,5.75,7,,,4.6,8.75,,
2014201,7,7.5,,,6.75,4.75,7.2,,8.25,
2015977,7.2,5.5,,,7.25,5,5,,5.75,
2014982,7.2,6.5,,,5.75,4.5,6,,6.25,
2016187,6.8,5.75,6.5,5.75,,,5.4,8.75,,
2014555,7.4,7.75,,,6.75,7.25,5.4,,8.5,
2015902,9.2,7,,,7.25,8.5,9.4,,7.75,
2014909,8.8,6.5,,,8.75,5,8.6,,6.5,
2014275,6.2,4.5,,,5.5,3.75,4,,4.75,
2015334,8.2,6.25,,,6.75,4.25,6.6,,8.25,
2016259,7,6.75,,,7.25,4.75,4.8,,4.75,
2014485,7,7.25,8.25,7,,,4.6,7.75,,
2014132,7.4,5.75,,,5.25,2,5.2,,6.75,
2014770,8,7.25,,,7.25,6,6.4,,8,
2015695,7,7.5,,,6.75,4.75,5.4,,6.5,
2014700,8.4,8,,,7.75,6,8.2,,7.25,
2014417,4.8,4.75,6.25,5.5,,,3.6,7,,
2016120,6.8,5.25,,,5.25,3.5,7.8,,6.75,
2015267,7.6,3.75,,,7.25,7,8.4,,7.5,
